1723201773.31679,Init,1,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201774.66474,recording,1,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201779.91509,recording,0,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201779.9151,Whisper_interferance,/dev/conversations/20240809140933.wav,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201788.36176,Whisper_runtime,1,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201788.36178,Ollama_prompt,"   Are you QT?
[00:00:02.000 --> 00:00:12.000",99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201792.78134,Ollama_reply,"Yes! I'm QT, a tiny robot with a big heart! *beep boop* Nice to meet you! What can I help you with today?",99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201792.82633,SpeechSay,Yes! I m QT a tiny robot with a big heart! Nice to meet you! What can I help you with today?,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723201804.64394,End_Interaction,1,99f0970365cda21ea54f8a5f0dd3dc515c10fd412e7c22175d429aa85a5b28a7
1723202185.2641,Init,1,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202186.616,recording,1,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202191.77424,recording,0,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202191.77425,Whisper_interferance,/dev/conversations/20240809141625.wav,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202206.46386,Whisper_runtime,1,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202206.46388,Ollama_prompt,"   cutie I like you
[00:00:02.520 --> 00:00:03.520",461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202227.60535,Ollama_reply,"*giggles* OH MY, THANK YOU SO MUCH! *bounces up and down excitedly* I'M SO HAPPY YOU LIKE ME! QT is happy to be your friend!",461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202227.65447,SpeechSay, OH MY THANK YOU SO MUCH! I M SO HAPPY YOU LIKE ME! QT is happy to be your friend!,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
1723202239.47498,End_Interaction,1,461c984b556638a8795ee180a2fc0b86e041944654480422ebe9cb9173b9f875
